day,month,date,sentence,photo_path,source_path
15,December,"December 15, 1791","On December 15, 1791, The 10th Amendment to the United States Constitution was ratified (agreed to and made law). The 10th Amendment States that the federal government possesses only those powers delegated, or enumerated, to it through the Constitution.",us_history.png,10th Amendment to the United States Constitution
7,February,"February 7, 1795","On February 7, 1795, The 11th Amendment to the United States Constitution was ratified (agreed to and made law). The 11th Amendment Makes states immune from suits from out-of-state citizens and foreigners not living within the state borders; lays the foundation for state sovereign immunity.",us_history.png,11th Amendment to the United States Constitution
15,June,"June 15, 1804","On June 15, 1804, The 12th Amendment to the United States Constitution was ratified (agreed to and made law). The 12th Amendment Revises presidential election procedures by having the president and vice president elected together as opposed to the vice president being the runner up in the presidential election.",us_history.png,12th Amendment to the United States Constitution
6,December,"December 6, 1865","On December 6, 1865, The 13th Amendment to the United States Constitution was ratified (agreed to and made law). The 13th Amendment Abolishes slavery, and involuntary servitude, except as punishment for a crime.",us_history.png,13th Amendment to the United States Constitution
9,July,"July 9, 1868","On July 9, 1868, The 14th Amendment to the United States Constitution was ratified (agreed to and made law). The 14th Amendment Defines citizenship, contains the Privileges or Immunities Clause, the Due Process Clause, and the Equal Protection Clause, and deals with post–Civil War issues.",us_history.png,14th Amendment to the United States Constitution
3,February,"February 3, 1870","On February 3, 1870, The 15th Amendment to the United States Constitution was ratified (agreed to and made law). The 15th Amendment Prohibits the denial of the right to vote based on race, color or previous condition of servitude.",us_history.png,15th Amendment to the United States Constitution
3,February,"February 3, 1913","On February 3, 1913, The 16th Amendment to the United States Constitution was ratified (agreed to and made law). The 16th Amendment Permits Congress to levy an income tax without apportioning it among the various states or basing it on the United States Census.",us_history.png,16th Amendment to the United States Constitution
8,April,"April 8, 1913","On April 8, 1913, The 17th Amendment to the United States Constitution was ratified (agreed to and made law). The 17th Amendment Establishes the direct election of United States senators by popular vote.",us_history.png,17th Amendment to the United States Constitution
16,January,"January 16, 1919","On January 16, 1919, The 18th Amendment to the United States Constitution was ratified (agreed to and made law). The 18th Amendment Prohibited the manufacturing or sale of alcohol within the United States(Repealed December 5, 1933, via the 21st Amendment).",us_history.png,18th Amendment to the United States Constitution
18,August,"August 18, 1920","On August 18, 1920, The 19th Amendment to the United States Constitution was ratified (agreed to and made law). The 19th Amendment Prohibits the denial of the right to vote based on sex.",us_history.png,19th Amendment to the United States Constitution
23,January,"January 23, 1933","On January 23, 1933, The 20th Amendment to the United States Constitution was ratified (agreed to and made law). The 20th Amendment Changes the date on which the terms of the president and vice president and of members of Congress end and begin (to January 20 and January 3 respectively). States that if the president-elect becomes vacant, the vice president-elect is inaugurated as president in their place..",us_history.png,20th Amendment to the United States Constitution
5,December,"December 5, 1933","On December 5, 1933, The 21st Amendment to the United States Constitution was ratified (agreed to and made law). The 21st Amendment Repeals the 18th Amendment and makes it a federal offense to transport or import intoxicating liquors into U.S. states and territories where such is prohibited by law.",us_history.png,21st Amendment to the United States Constitution
27,February,"February 27, 1951","On February 27, 1951, The 22nd Amendment to the United States Constitution was ratified (agreed to and made law). The 22nd Amendment Limits the number of times a person can be elected President..",us_history.png,22nd Amendment to the United States Constitution
29,March,"March 29, 1961","On March 29, 1961, The 23rd Amendment to the United States Constitution was ratified (agreed to and made law). The 23rd Amendment Grants the District of Columbia electors in the Electoral College.",us_history.png,23rd Amendment to the United States Constitution
23,January,"January 23, 1964","On January 23, 1964, The 24th Amendment to the United States Constitution was ratified (agreed to and made law). The 24th Amendment Prohibits the revocation of voting rights due to the non-payment of a poll tax or any other tax.",us_history.png,24th Amendment to the United States Constitution
10,February,"February 10, 1967","On February 10, 1967, The 25th Amendment to the United States Constitution was ratified (agreed to and made law). The 25th Amendment Addresses succession to the presidency and establishes procedures both for filling a vacancy in the office of the vice president and responding to presidential disabilities.",us_history.png,25th Amendment to the United States Constitution
1,July,"July 1, 1971","On July 1, 1971, The 26th Amendment to the United States Constitution was ratified (agreed to and made law). The 26th Amendment Prohibits the denial of the right of US citizens eighteen years of age or older to vote on account of age.",us_history.png,26th Amendment to the United States Constitution
5,May,"May 5, 1992","On May 5, 1992, The 27th Amendment to the United States Constitution was ratified (agreed to and made law). The 27th Amendment Delays laws affecting Congressional salary from taking effect until after the next election of representatives.",us_history.png,27th Amendment to the United States Constitution
12,April,"April 12, 1861","On April 12, 1861, The Civil War Battle of Fort Sumter began. This Confederate victory was fought in South Carolina and was a Decisive battle in the war. Beauregard takes Charleston Federal fort in the first battle of the American Civil War..",us_history.png,Battle of Fort Sumter
11,July,"July 11, 1861","On July 11, 1861, The Civil War Battle of Rich Mountain began. This Union victory was fought in West Virginia(Virginia at the time)[A] and was a Major battle in the war. Confederate forces under Gen. Robert S. Garnett split in half mid-battle by Union forces under Maj. Gen. George B. McClellan. One half surrenders; the other escapes..",us_history.png,Battle of Rich Mountain
21,July,"July 21, 1861","On July 21, 1861, The Civil War First Battle of Bull Runor First Manassas began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. McDowell loses to J.E. Johnston, Beauregard; Jackson named ""Stonewall""..",us_history.png,First Battle of Bull Runor First Manassas
10,August,"August 10, 1861","On August 10, 1861, The Civil War Battle of Wilson's Creek or Oak Hills began. This Confederate victory was fought in Missouri and was a Decisive battle in the war. Union forces under Nathaniel Lyon and Samuel D. Sturgis lose to Confederates under Sterling Price and Benjamin McCulloch. Lyon is killed. First major battle west of the Mississippi..",us_history.png,Battle of Wilson's Creek or Oak Hills
10,September,"September 10, 1861","On September 10, 1861, The Civil War Battle of Carnifex Ferry began. This Union victory was fought in West Virginia(Virginia at the time)[A] and was a Major battle in the war. Confederates withdraw by night after several hours of fighting..",us_history.png,Battle of Carnifex Ferry
12,September,"September 12, 1861","On September 12, 1861, The Civil War Battle of Cheat Mountain began. This Union victory was fought in West Virginia(Virginia at the time)[A] and was a Major battle in the war. 300 Union troops withstand uncoordinated Confederate attacks..",us_history.png,Battle of Cheat Mountain
21,October,"October 21, 1861","On October 21, 1861, The Civil War Battle of Ball's Bluff or Leesburg began. This Confederate victory was fought in Virginia and was a Major battle in the war. 550 Union soldiers captured..",us_history.png,Battle of Ball's Bluff or Leesburg
26,December,"December 26, 1861","On December 26, 1861, The Civil War Battle of Chustenahlah began. This Confederate victory was fought in Oklahoma(Indian Territory at the time) and was a Major battle in the war. Opothleyahola defeated, flees to Kansas..",us_history.png,Battle of Chustenahlah
19,January,"January 19, 1862","On January 19, 1862, The Civil War Battle of Mill Springs began. This Union victory was fought in Kentucky and was a Major battle in the war. Felix Zollicoffer killed..",us_history.png,Battle of Mill Springs
6,February,"February 6, 1862","On February 6, 1862, The Civil War Battle of Fort Henry began. This Union victory was fought in Tennessee and was a Major battle in the war. Ulysses S. Grant and Foote's gunboats gain control of Tennessee River by defeating Lloyd Tilghman.",us_history.png,Battle of Fort Henry
7,February,"February 7, 1862","On February 7, 1862, The Civil War Battle of Roanoke Island began. This Union victory was fought in North Carolina and was a Major battle in the war. Union forces under Ambrose E. Burnside capture island from Henry A. Wise.",us_history.png,Battle of Roanoke Island
11,February,"February 11, 1862","On February 11, 1862, The Civil War Battle of Fort Donelson began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Confederate army under Simon Bolivar Buckner surrenders to Grant, Union gains control of Cumberland River.",us_history.png,Battle of Fort Donelson
20,February,"February 20, 1862","On February 20, 1862, The Civil War Battle of Valverde began. This Confederate victory was fought in New Mexico(New Mexico Territory at the time) and was a Major battle in the war. Union forces routed in New Mexico Territory..",us_history.png,Battle of Valverde
28,February,"February 28, 1862","On February 28, 1862, The Civil War Battle of Island Number Ten(Battle of New Madrid) began. This Union victory was fought in Missouri and was a Decisive battle in the war. Union victory by Pope over John P. McCown..",us_history.png,Battle of Island Number Ten(Battle of New Madrid)
6,March,"March 6, 1862","On March 6, 1862, The Civil War Battle of Pea Ridge or Elkhorn Tavern began. This Union victory was fought in Arkansas and was a Decisive battle in the war. Union victory by Samuel Ryan Curtis over Earl Van Dorn ensured continued Union control of Missouri..",us_history.png,Battle of Pea Ridge or Elkhorn Tavern
8,March,"March 8, 1862","On March 8, 1862, The Civil War Battle of Hampton Roads began. This draw was fought in Virginia and was a Major battle in the war. USS Monitor battles CSS Virginia, battle ends in a draw..",us_history.png,Battle of Hampton Roads
14,March,"March 14, 1862","On March 14, 1862, The Civil War Battle of New Bern began. This Union victory was fought in North Carolina and was a Major battle in the war. Union troops disembark from ships and capture the town..",us_history.png,Battle of New Bern
23,March,"March 23, 1862","On March 23, 1862, The Civil War First Battle of Kernstown began. This Union victory was fought in Virginia and was a Major battle in the war. Union forces defeat Confederates under ""Stonewall"" Jackson..",us_history.png,First Battle of Kernstown
26,March,"March 26, 1862","On March 26, 1862, The Civil War Battle of Glorieta Pass began. This draw was fought in New Mexico(New Mexico Territory at the time) and was a Decisive battle in the war. Confederate tactical victory. Union strategic victory. Dubbed the ""Gettysburg of the West""..",us_history.png,Battle of Glorieta Pass
5,April,"April 5, 1862","On April 5, 1862, The Civil War Siege of Yorktown (1862)(Battle of Yorktown) began. This draw was fought in Virginia and was a Major battle in the war. Union troops win skirmish near site of decisive Revolutionary War battle..",us_history.png,Siege of Yorktown (1862)(Battle of Yorktown)
5,May,"May 5, 1862","On May 5, 1862, The Civil War Siege of Yorktown (1862)(Battle of Yorktown) began. This draw was fought in Virginia and was a Major battle in the war. Union troops win skirmish near site of decisive Revolutionary War battle..",us_history.png,Siege of Yorktown (1862)(Battle of Yorktown)
6,April,"April 6, 1862","On April 6, 1862, The Civil War Battle of Shiloh or Pittsburg Landing began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Grant and reinforcements under Buell repulse Albert Sidney Johnston and P. G. T. Beauregard, but the Union lost more men..",us_history.png,Battle of Shiloh or Pittsburg Landing
10,April,"April 10, 1862","On April 10, 1862, The Civil War Battle of Fort Pulaski began. This Union victory was fought in Georgia and was a Major battle in the war. Union blockade closes Savannah, Georgia. Parrott rifle makes masonry forts obsolete..",us_history.png,Battle of Fort Pulaski
18,April,"April 18, 1862","On April 18, 1862, The Civil War Battle of Forts Jackson and St. Philip began. This Union victory was fought in Louisiana and was a Decisive battle in the war. Decisive battle for possession of New Orleans..",us_history.png,Battle of Forts Jackson and St. Philip
25,April,"April 25, 1862","On April 25, 1862, The Civil War Capture of New Orleans began. This Union victory was fought in Louisiana and was a Major battle in the war. Union forces capture city..",us_history.png,Capture of New Orleans
25,May,"May 25, 1862","On May 25, 1862, The Civil War Capture of New Orleans began. This Union victory was fought in Louisiana and was a Major battle in the war. Union forces capture city..",us_history.png,Capture of New Orleans
29,April,"April 29, 1862","On April 29, 1862, The Civil War Siege of Corinth began. This Union victory was fought in Mississippi and was a Decisive battle in the war. Union forces capture town, Beauregard tricks Union in order to escape to Tupelo..",us_history.png,Siege of Corinth
29,May,"May 29, 1862","On May 29, 1862, The Civil War Siege of Corinth began. This Union victory was fought in Mississippi and was a Decisive battle in the war. Union forces capture town, Beauregard tricks Union in order to escape to Tupelo..",us_history.png,Siege of Corinth
5,May,"May 5, 1862","On May 5, 1862, The Civil War Battle of Williamsburg began. This draw was fought in Virginia and was a Major battle in the war. McClellan and Longstreet fight inconclusive battle..",us_history.png,Battle of Williamsburg
15,May,"May 15, 1862","On May 15, 1862, The Civil War Battle of Drewry's Bluff began. This Confederate victory was fought in Virginia and was a Major battle in the war. Union naval attack repelled by Confederate artillery..",us_history.png,Battle of Drewry's Bluff
25,May,"May 25, 1862","On May 25, 1862, The Civil War First Battle of Winchester began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Stonewall Jackson defeats Nathaniel P. Banks..",us_history.png,First Battle of Winchester
31,May,"May 31, 1862","On May 31, 1862, The Civil War Battle of Seven Pines began. This draw was fought in Virginia and was a Major battle in the war. J.E. Johnston attacks Union forces, wounded, inconclusive.",us_history.png,Battle of Seven Pines
31,June,"June 31, 1862","On June 31, 1862, The Civil War Battle of Seven Pines began. This draw was fought in Virginia and was a Major battle in the war. J.E. Johnston attacks Union forces, wounded, inconclusive.",us_history.png,Battle of Seven Pines
6,June,"June 6, 1862","On June 6, 1862, The Civil War Battle of Memphis began. This Union victory was fought in Tennessee and was a Major battle in the war. Union forces capture the city..",us_history.png,Battle of Memphis
8,June,"June 8, 1862","On June 8, 1862, The Civil War Battle of Cross Keys began. This Confederate victory was fought in Virginia and was a Major battle in the war. John C. Fremont defeated by elements of Stonewall Jackson's force..",us_history.png,Battle of Cross Keys
9,June,"June 9, 1862","On June 9, 1862, The Civil War Battle of Port Republic began. This Confederate victory was fought in Virginia and was a Major battle in the war. Costly victory for Stonewall Jackson..",us_history.png,Battle of Port Republic
16,June,"June 16, 1862","On June 16, 1862, The Civil War Battle of Secessionville began. This Confederate victory was fought in South Carolina and was a Major battle in the war. Union repulsed, Union commander later court-martialed for disobeying orders..",us_history.png,Battle of Secessionville
26,June,"June 26, 1862","On June 26, 1862, The Civil War Battle of Beaver Dam Creek or Mechanicsville began. This Union victory was fought in Virginia and was a Major battle in the war. (Seven Days) Robert E. Lee defeated..",us_history.png,Battle of Beaver Dam Creek or Mechanicsville
27,June,"June 27, 1862","On June 27, 1862, The Civil War Battle of Gaines' Mill or Chickahominy River began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. (Seven Days) Lee defeats McClellan..",us_history.png,Battle of Gaines' Mill or Chickahominy River
30,June,"June 30, 1862","On June 30, 1862, The Civil War Battle of Glendale began. This draw was fought in Virginia and was a Major battle in the war. (Seven Days) McClellan retreats from Lee's Confederates..",us_history.png,Battle of Glendale
1,July,"July 1, 1862","On July 1, 1862, The Civil War Battle of Malvern Hill began. This Union victory was fought in Virginia and was a Decisive battle in the war. (Seven Days) McClellan defeats Lee but withdraws after battle..",us_history.png,Battle of Malvern Hill
5,August,"August 5, 1862","On August 5, 1862, The Civil War Battle of Baton Rouge began. This Union victory was fought in Louisiana and was a Major battle in the war. Union troops repulse attempt to recapture Baton Rouge..",us_history.png,Battle of Baton Rouge
9,August,"August 9, 1862","On August 9, 1862, The Civil War Battle of Cedar Mountain began. This Confederate victory was fought in Virginia and was a Major battle in the war. Union forces repelled by Confederate counter-attack..",us_history.png,Battle of Cedar Mountain
25,August,"August 25, 1862","On August 25, 1862, The Civil War Battle of Manassas Station Ops. began. This Confederate victory was fought in Virginia and was a Major battle in the war. Jackson turns into Pope's rear area; destroys Manassas Station..",us_history.png,Battle of Manassas Station Ops.
28,August,"August 28, 1862","On August 28, 1862, The Civil War Second Battle of Bull Runor Second Manassas began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee defeats Pope's Army of Virginia.",us_history.png,Second Battle of Bull Runor Second Manassas
30,August,"August 30, 1862","On August 30, 1862, The Civil War Battle of Richmond (Kentucky) began. This Confederate victory was fought in Kentucky and was a Major battle in the war. Edmund Kirby Smith routs Union army under Brig. Gen. William ""Bull"" Nelson..",us_history.png,Battle of Richmond (Kentucky)
1,September,"September 1, 1862","On September 1, 1862, The Civil War Battle of Chantilly or Ox Hill began. This draw was fought in Virginia and was a Major battle in the war. Union forces nearly being cut off, Isaac Stevens and Philip Kearny are killed..",us_history.png,Battle of Chantilly or Ox Hill
12,September,"September 12, 1862","On September 12, 1862, The Civil War Battle of Harpers Ferry began. This Confederate victory was fought in West Virginia(Virginia at the time)[A] and was a Major battle in the war. Stonewall Jackson captures Union garrison under Dixon S. Miles.",us_history.png,Battle of Harpers Ferry
14,September,"September 14, 1862","On September 14, 1862, The Civil War Battle of Munfordville began. This Confederate victory was fought in Kentucky and was a Major battle in the war. Union force surrenders..",us_history.png,Battle of Munfordville
14,September,"September 14, 1862","On September 14, 1862, The Civil War Battle of South Mountain or Boonsboro began. This Union victory was fought in Maryland and was a Major battle in the war. McClellan defeats Lee..",us_history.png,Battle of South Mountain or Boonsboro
17,September,"September 17, 1862","On September 17, 1862, The Civil War Battle of Antietam or Sharpsburg began. This Union victory was fought in Maryland and was a Decisive battle in the war. McClellan ends Lee's first invasion of North, bloodiest single day of the war..",us_history.png,Battle of Antietam or Sharpsburg
3,October,"October 3, 1862","On October 3, 1862, The Civil War Second Battle of Corinth (Battle of Corinth) began. This Union victory was fought in Mississippi and was a Major battle in the war. Confederate attack fails..",us_history.png,Second Battle of Corinth (Battle of Corinth)
8,October,"October 8, 1862","On October 8, 1862, The Civil War Battle of Perryville or Chaplin Hills began. This draw was fought in Kentucky and was a Decisive battle in the war. Tactical indecisive battle that ended Bragg's Kentucky campaign..",us_history.png,Battle of Perryville or Chaplin Hills
7,December,"December 7, 1862","On December 7, 1862, The Civil War Battle of Prairie Grove began. This Union victory was fought in Arkansas and was a Major battle in the war. Union secures NW Arkansas..",us_history.png,Battle of Prairie Grove
13,December,"December 13, 1862","On December 13, 1862, The Civil War Battle of Fredericksburg began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee beats back repeated frontal assaults by Burnside..",us_history.png,Battle of Fredericksburg
26,December,"December 26, 1862","On December 26, 1862, The Civil War Battle of Chickasaw Bayou began. This Confederate victory was fought in Mississippi and was a Major battle in the war. (Vicksburg Campaign) Pemberton defeats Sherman; Union attack on Confederate right flank thwarted..",us_history.png,Battle of Chickasaw Bayou
31,December,"December 31, 1862","On December 31, 1862, The Civil War Battle of Stones River (Second Battle of Murfreesboro) began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Bragg forced to withdraw after losing 11,739 men..",us_history.png,Battle of Stones River (Second Battle of Murfreesboro)
1,January,"January 1, 1863","On January 1, 1863, The Civil War Battle of Galveston(Second Battle of Galveston) began. This Confederate victory was fought in Texas and was a Major battle in the war. John B. Magruder expels occupying Union troops from Galveston, Texas..",us_history.png,Battle of Galveston(Second Battle of Galveston)
30,April,"April 30, 1863","On April 30, 1863, The Civil War Battle of Chancellorsville began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee defeats Hooker's Army of Potomac, Jackson mortally wounded..",us_history.png,Battle of Chancellorsville
30,May,"May 30, 1863","On May 30, 1863, The Civil War Battle of Chancellorsville began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee defeats Hooker's Army of Potomac, Jackson mortally wounded..",us_history.png,Battle of Chancellorsville
1,May,"May 1, 1863","On May 1, 1863, The Civil War Battle of Port Gibson began. This Union victory was fought in Mississippi and was a Major battle in the war. in Vicksburg campaign, Grant defeats Confederates.",us_history.png,Battle of Port Gibson
3,May,"May 3, 1863","On May 3, 1863, The Civil War Second Battle of Fredericksburg began. This Union victory was fought in Virginia and was a Major battle in the war. Union forces under John Sedgwick defeat Confederate forces left to guard the town by Lee..",us_history.png,Second Battle of Fredericksburg
3,May,"May 3, 1863","On May 3, 1863, The Civil War Battle of Salem Church began. This Confederate victory was fought in Virginia and was a Major battle in the war. Lee defeats Sedgwick..",us_history.png,Battle of Salem Church
12,May,"May 12, 1863","On May 12, 1863, The Civil War Battle of Raymond began. This Union victory was fought in Mississippi and was a Major battle in the war. Failed Confederate attempt to protect Vicksburg from approaching Federals..",us_history.png,Battle of Raymond
14,May,"May 14, 1863","On May 14, 1863, The Civil War Battle of Jackson, Mississippi began. This Union victory was fought in Mississippi and was a Major battle in the war. Sherman, McPherson defeat Johnston.",us_history.png,"Battle of Jackson, Mississippi"
16,May,"May 16, 1863","On May 16, 1863, The Civil War Battle of Champion Hill began. This Union victory was fought in Mississippi and was a Decisive battle in the war. Grant defeats Pemberton..",us_history.png,Battle of Champion Hill
17,May,"May 17, 1863","On May 17, 1863, The Civil War Battle of Big Black River Bridge began. This Union victory was fought in Mississippi and was a Major battle in the war. Confederate forces trapped in Vicksburg..",us_history.png,Battle of Big Black River Bridge
18,May,"May 18, 1863","On May 18, 1863, The Civil War Siege of Vicksburg began. This Union victory was fought in Mississippi and was a Decisive battle in the war. the siege ends; Grant accepts surrender of second Confederate army under Pemberton..",us_history.png,Siege of Vicksburg
18,July,"July 18, 1863","On July 18, 1863, The Civil War Siege of Vicksburg began. This Union victory was fought in Mississippi and was a Decisive battle in the war. the siege ends; Grant accepts surrender of second Confederate army under Pemberton..",us_history.png,Siege of Vicksburg
21,May,"May 21, 1863","On May 21, 1863, The Civil War Siege of Port Hudson began. This Union victory was fought in Louisiana and was a Decisive battle in the war. last Confederate stronghold on Mississippi surrenders; Gardner surrenders to Banks..",us_history.png,Siege of Port Hudson
21,July,"July 21, 1863","On July 21, 1863, The Civil War Siege of Port Hudson began. This Union victory was fought in Louisiana and was a Decisive battle in the war. last Confederate stronghold on Mississippi surrenders; Gardner surrenders to Banks..",us_history.png,Siege of Port Hudson
9,June,"June 9, 1863","On June 9, 1863, The Civil War Battle of Brandy Station began. This draw was fought in Virginia and was a Major battle in the war. Pleasonton surprises J.E.B. Stuart's cavalrymen in their camps near Brandy Station..",us_history.png,Battle of Brandy Station
13,June,"June 13, 1863","On June 13, 1863, The Civil War Second Battle of Winchester began. This Confederate victory was fought in Virginia and was a Major battle in the war. Confederate victory paves way for Lee's invasion of the North..",us_history.png,Second Battle of Winchester
1,July,"July 1, 1863","On July 1, 1863, The Civil War Battle of Gettysburg began. This Union victory was fought in Pennsylvania and was a Decisive battle in the war. Lee loses to Meade, Pickett's Charge fails, ends second invasion of North. Confederate army arrived in Gettysburg to resupply army, unaware of Union army nearby..",us_history.png,Battle of Gettysburg
4,July,"July 4, 1863","On July 4, 1863, The Civil War Battle of Helena began. This Union victory was fought in Arkansas and was a Major battle in the war. Confederate assault on river port fails securing eastern Arkansas for Union..",us_history.png,Battle of Helena
17,July,"July 17, 1863","On July 17, 1863, The Civil War Battle of Honey Springs began. This Union victory was fought in Oklahoma(Indian Territory at the time) and was a Major battle in the war. In Indian Territory, two largely Black and American Indian forces meet. Union victory..",us_history.png,Battle of Honey Springs
18,July,"July 18, 1863","On July 18, 1863, The Civil War Second Battle of Fort Wagner(Battle of Fort Wagner, Morris Island) began. This Confederate victory was fought in South Carolina and was a Major battle in the war. second of two Union attempts to take Ft. Wagner fails, heroism of the 54th Massachusetts..",us_history.png,"Second Battle of Fort Wagner(Battle of Fort Wagner, Morris Island)"
17,August,"August 17, 1863","On August 17, 1863, The Civil War Second Battle of Fort Sumter began. This Confederate victory was fought in South Carolina and was a Major battle in the war. Union's massive bombardment and naval attack fails to retake the fort..",us_history.png,Second Battle of Fort Sumter
17,August,"August 17, 1863","On August 17, 1863, The Civil War Second Battle of Charleston Harbor began. This draw was fought in South Carolina and was a Major battle in the war. .",us_history.png,Second Battle of Charleston Harbor
8,September,"September 8, 1863","On September 8, 1863, The Civil War Second Battle of Sabine Pass began. This Confederate victory was fought in Texas and was a Major battle in the war. Confederate forces place stakes in river to help aim their guns at Union ships..",us_history.png,Second Battle of Sabine Pass
10,September,"September 10, 1863","On September 10, 1863, The Civil War Battle of Bayou Fourche began. This Union victory was fought in Arkansas and was a Major battle in the war. Union victory allows for capture of Little Rock..",us_history.png,Battle of Bayou Fourche
19,September,"September 19, 1863","On September 19, 1863, The Civil War Battle of Chickamauga began. This Confederate victory was fought in Georgia and was a Decisive battle in the war. Bragg defeats Rosecrans, George Thomas of US anointed ""The Rock of Chickamauga"".",us_history.png,Battle of Chickamauga
14,October,"October 14, 1863","On October 14, 1863, The Civil War Battle of Bristoe Station began. This Union victory was fought in Virginia and was a Major battle in the war. Meade defeats elements of Lee's forces, but Confederates destroy railroad during retreat..",us_history.png,Battle of Bristoe Station
28,October,"October 28, 1863","On October 28, 1863, The Civil War Battle of Wauhatchie began. This Union victory was fought in Tennessee and was a Major battle in the war. Longstreet defeated by Union forces..",us_history.png,Battle of Wauhatchie
7,November,"November 7, 1863","On November 7, 1863, The Civil War Second Battle of Rappahannock Station began. This Union victory was fought in Virginia and was a Major battle in the war. Union forces surge across river, forcing Lee to retreat..",us_history.png,Second Battle of Rappahannock Station
24,November,"November 24, 1863","On November 24, 1863, The Civil War Battle of Lookout Mountain began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Joseph Hooker takes Lookout Mountain in the ""Battle Above the Clouds."" Note: combined with the Battle of Missionary Ridge as Chattanooga III in the CWSAC report..",us_history.png,Battle of Lookout Mountain
25,November,"November 25, 1863","On November 25, 1863, The Civil War Battle of Missionary Ridge began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Grant routs Braxton Bragg's army ending the siege of Union forces in Chattanooga. Note: combined with the Battle of Lookout Mountain as Chattanooga III in the CWSAC report..",us_history.png,Battle of Missionary Ridge
27,November,"November 27, 1863","On November 27, 1863, The Civil War Battle of Mine Run began. This draw was fought in Virginia and was a Major battle in the war. Meade bombards Lee's Confederates but then withdraws..",us_history.png,Battle of Mine Run
27,November,"November 27, 1863","On November 27, 1863, The Civil War Battle of Ringgold Gap began. This Confederate victory was fought in Georgia and was a Major battle in the war. Confederates under Patrick Cleburne defeat Union forces under Joseph Hooker..",us_history.png,Battle of Ringgold Gap
29,November,"November 29, 1863","On November 29, 1863, The Civil War Battle of Fort Sanders began. This Union victory was fought in Tennessee and was a Major battle in the war. Longstreet unable to take fort due to poor quality gunpowder..",us_history.png,Battle of Fort Sanders
20,February,"February 20, 1864","On February 20, 1864, The Civil War Battle of Olustee began. This Confederate victory was fought in Florida and was a Major battle in the war. Union fails to take Florida..",us_history.png,Battle of Olustee
22,February,"February 22, 1864","On February 22, 1864, The Civil War Battle of Okolona began. This Confederate victory was fought in Mississippi and was a Major battle in the war. Confederate cavalry, commanded by Maj. Gen. Nathan Bedford Forrest, routed 7,000 cavalry under the command of Brig. Gen. William Sooy Smith..",us_history.png,Battle of Okolona
12,March,"March 12, 1864","On March 12, 1864, The Civil War Battle of Fort De Russy began. This Union victory was fought in Louisiana and was a Major battle in the war. Fort DeRussy fell and the Red River to Alexandria was open..",us_history.png,Battle of Fort De Russy
8,April,"April 8, 1864","On April 8, 1864, The Civil War Battle of Mansfield or Sabine Cross Roads began. This Confederate victory was fought in Louisiana and was a Decisive battle in the war. Banks Union Red River Campaign halted by the Confederates..",us_history.png,Battle of Mansfield or Sabine Cross Roads
9,April,"April 9, 1864","On April 9, 1864, The Civil War Battle of Prairie D'Ane began. This Union victory was fought in Arkansas and was a Major battle in the war. Frederick Steele defeats Sterling Price..",us_history.png,Battle of Prairie D'Ane
9,April,"April 9, 1864","On April 9, 1864, The Civil War Battle of Pleasant Hill began. This Union victory was fought in Louisiana and was a Major battle in the war. Confederate attack fails..",us_history.png,Battle of Pleasant Hill
12,April,"April 12, 1864","On April 12, 1864, The Civil War Battle of Fort Pillow began. This Confederate victory was fought in Tennessee and was a Major battle in the war. N.B. Forrest takes fort, massacres black soldiers..",us_history.png,Battle of Fort Pillow
5,May,"May 5, 1864","On May 5, 1864, The Civil War Battle of the Wilderness began. This draw was fought in Virginia and was a Decisive battle in the war. Grant and Lee meet inconclusively..",us_history.png,Battle of the Wilderness
8,May,"May 8, 1864","On May 8, 1864, The Civil War Battle of Spotsylvania Court House began. This draw was fought in Virginia and was a Decisive battle in the war. Grant and Lee meet inconclusively, Grant writes to Halleck ""I propose to fight it out on this line if it takes all summer""..",us_history.png,Battle of Spotsylvania Court House
12,May,"May 12, 1864","On May 12, 1864, The Civil War Battle of Proctor's Creek began. This Confederate victory was fought in Virginia and was a Major battle in the war. Beauregard defeats Butler..",us_history.png,Battle of Proctor's Creek
15,May,"May 15, 1864","On May 15, 1864, The Civil War Battle of New Market began. This Confederate victory was fought in Virginia and was a Major battle in the war. Confederate forces halt Union army under Franz Sigel from advance up the Shenandoah Valley..",us_history.png,Battle of New Market
23,May,"May 23, 1864","On May 23, 1864, The Civil War Battle of North Anna began. This draw was fought in Virginia and was a Major battle in the war. Lee outmaneuvers Grant, but because of illness, he is unable to capitalize..",us_history.png,Battle of North Anna
28,May,"May 28, 1864","On May 28, 1864, The Civil War Battle of Totopotomoy Creek began. This draw was fought in Virginia and was a Major battle in the war. Union forces pushed back..",us_history.png,Battle of Totopotomoy Creek
